collection_date,site_name,name,sewershed_pop,N_Gene_gc_g_dry_weight,average_temp
2023-11-30,East Bay Municipal Utility District,"Oakland, CA",740000,170442.74586672726,13.05
2023-12-05,East Bay Municipal Utility District,"Oakland, CA",740000,113456.39946321418,14.15
2023-12-06,East Bay Municipal Utility District,"Oakland, CA",740000,136623.42249533205,13.3
2023-12-07,East Bay Municipal Utility District,"Oakland, CA",740000,33928.929589282954,12.65
2023-12-12,East Bay Municipal Utility District,"Oakland, CA",740000,227825.04071234143,12.3
2023-12-13,East Bay Municipal Utility District,"Oakland, CA",740000,671681.3928470588,12.0
2023-12-14,East Bay Municipal Utility District,"Oakland, CA",740000,128800.45954179567,12.299999999999999
2023-12-19,East Bay Municipal Utility District,"Oakland, CA",740000,209625.7874467974,15.25
2023-12-20,East Bay Municipal Utility District,"Oakland, CA",740000,234851.629973392,13.899999999999999
2023-12-21,East Bay Municipal Utility District,"Oakland, CA",740000,713087.6930795847,13.35
2023-12-27,East Bay Municipal Utility District,"Oakland, CA",740000,193014.75243636363,13.149999999999999
2023-12-28,East Bay Municipal Utility District,"Oakland, CA",740000,231148.0232149481,14.8
2023-12-29,East Bay Municipal Utility District,"Oakland, CA",740000,494299.2427643093,14.950000000000001
