collection_date,site_name,name,sewershed_pop,N_Gene_gc_g_dry_weight,Average
2023-02-08,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,155664.70695986037,0.17490416512343862
2023-02-09,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,304521.8756996997,0.34215941089853896
2023-02-13,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,480873.08757333335,0.5403068399700375
2023-02-15,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,637542.4678787878,0.7163398515491998
2023-02-16,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,309496.9650758621,0.34774939896164286
2023-02-22,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,122126.3610980392,0.13722063044723506
2023-02-23,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,213016.65130864197,0.239344552032182
2023-02-27,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,93884.15018439716,0.10548780919595187
2023-03-01,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,84243.05918518521,0.09465512267998338
2023-03-02,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,168955.121689441,0.1898372153813944
2023-03-06,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,87400.18117761557,0.0982024507613658
2023-03-08,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,255575.21186666668,0.2871631594007491
2023-03-09,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,385100.3402393162,0.4326970115048497
2023-03-13,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,59220.75584180791,0.06654017510315496
2023-03-15,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,131192.71596,0.1474075460224719
2023-03-16,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,94642.1305507246,0.10633947252890405
2023-03-20,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,70211.96427240144,0.07888984749708026
2023-03-22,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,130671.3209777778,0.1468217089637953
2023-03-23,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,207459.6077604791,0.2331006828769428
2023-03-27,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,32982.20012549019,0.03705865182639347
2023-03-29,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,322622.3264847908,0.36249699605032676
2023-03-30,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,169204.07977411765,0.19011694356642433
2023-04-03,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,24537.24848930296,0.027569942122812316
2023-04-05,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,90594.94562778714,0.10179207373908666
2023-04-06,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,78943.61262762726,0.0887006883456486
2023-04-10,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,32188.58703756973,0.036166951727606436
2023-04-12,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,40911.935862686165,0.04596846726144513
2023-04-13,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,50236.174001584885,0.05644513932762347
2023-04-17,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,57396.873885010384,0.06449086953371953
2023-04-19,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,39434.45914244344,0.04430838105892521
2023-04-20,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,66019.42997579832,0.07417913480426779
2023-04-24,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,45616.01340557983,0.051253947646718916
2023-04-26,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,73894.40205108435,0.08302741803492625
2023-04-27,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,39187.5380321188,0.04403094160912224
2023-05-01,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,106644.06051208558,0.11982478709223099
2023-05-03,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,86582.67801617112,0.09728390788333834
2023-05-04,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,54453.7240620027,0.061183959620227754
2023-05-08,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,24088.34242126628,0.02706555328232166
2023-05-10,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,68153.52535341177,0.07657699477911434
2023-05-11,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,14064.800688019212,0.015803146840471023
2023-05-15,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,58474.61363806848,0.06570181307648143
2023-05-17,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,32545.91932773109,0.036568448682843924
2023-05-18,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,45121.53988225424,0.05069835941826319
2023-05-22,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,43266.38041084399,0.04861391057398201
2023-05-23,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,14224.029412335116,0.015982055519477657
2023-05-24,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,48864.572186761165,0.05490401369299007
2023-05-25,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,14274.280212866084,0.01603851709310796
2023-05-30,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,222393.22517647065,0.24988002828816927
2023-05-31,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,31525.60927801052,0.03542203289664103
2023-06-01,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,63297.65516834226,0.07112096086330591
2023-06-05,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,8947.636332901004,0.010053523969551689
2023-06-07,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,32112.91741579832,0.036081929680672274
2023-06-08,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,30234.64562207086,0.03397151193491108
